ï»¿DATA_REFERENCIA,LLOC_NAIXAMENT,NACIONALITAT,NIVELL_ESTUDI,POBLACIO
2012,"PERÚ, EL                      ",ITÀLIA                        ,Formació professional Primer G,1
2013,"REPÚBLICA DOMINICANA, LA      ",VENEÇUELA                     ,"Batxiller Elemental, Graduat E",2
2016,LITUÀNIA                      ,LITUÀNIA                      ,Formació professional Primer G,1
2014,ESPANYA                       ,"PERÚ, EL                      ",Desconegut                    ,1
2012,"ARGENTINA, L                  ",FRANÇA                        ,No aplicable per ser més petit,1
2011,EL SALVADOR                   ,EL SALVADOR                   ,Desconegut                    ,17
2015,"ÍNDIA, L                      ","ÍNDIA, L                      ",Batxiller superior. BUP. Batxi,4
2015,"BRASIL, EL                    ","BRASIL, EL                    ",Formació professional Primer G,9
2014,MALI                          ,ESPANYA                       ,No aplicable per ser més petit,1
2011,TAIWAN                        ,TAIWAN                        ,"Llicenciat Universitari, Arqui",1
2017,GUATEMALA                     ,ESPANYA                       ,No aplicable per ser més petit,3
2011,RÚSSIA                        ,RÚSSIA                        ,"Llicenciat Universitari, Arqui",28
2014,"REPÚBLICA DOMINICANA, LA      ","ESTATS UNITS D AMÈRICA, ELS   ","Llicenciat Universitari, Arqui",2
2014,ALEMANYA                      ,ESPANYA                       ,"Batxiller Elemental, Graduat E",56
2011,"ARGENTINA, L                  ","ARGENTINA, L                  ",Sense estudis                 ,6
2016,ESPANYA                       ,"PAKISTAN, EL                  ",No aplicable per ser més petit,23
2013,"ARGENTINA, L                  ",PORTUGAL                      ,Desconegut                    ,1
2012,TAIWAN                        ,TAIWAN                        ,Diplomat en Escoles Università,1
2015,VENEÇUELA                     ,VENEÇUELA                     ,Desconegut                    ,25
2017,"PARAGUAI, EL                  ",XILE                          ,"Llicenciat Universitari, Arqui",1
2015,ESPANYA                       ,PORTUGAL                      ,No aplicable per ser més petit,14
2017,FRANÇA                        ,FRANÇA                        ,Arquitecte o Enginyer Tècnic  ,2
2012,MÈXIC                         ,MÈXIC                         ,Formació professional de Segon,4
2015,ALBÀNIA                       ,ALBÀNIA                       ,No aplicable per ser més petit,2
2013,"PAÏSOS BAIXOS, ELS            ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,1
2014,"EQUADOR, L                    ",ESPANYA                       ,Altres titulacions mitjanes (A,16
2017,"EQUADOR, L                    ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,4
2015,SUÈCIA                        ,SUÈCIA                        ,"Llicenciat Universitari, Arqui",2
2013,XILE                          ,ITÀLIA                        ,Formació professional de Segon,1
2011,"SENEGAL, EL                   ","SENEGAL, EL                   ",Desconegut                    ,222
2014,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",Arquitecte o Enginyer Tècnic  ,2
2015,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",Ensenyament primari incomplert,8
2014,ESPANYA                       ,"PAÏSOS BAIXOS, ELS            ","Llicenciat Universitari, Arqui",1
2012,CUBA                          ,ESPANYA                       ,Titulats d estudis superiors n,1
2015,UGANDA                        ,UGANDA                        ,Diplomat en Escoles Università,1
2015,ÀUSTRIA                       ,ÀUSTRIA                       ,"Batxiller Elemental, Graduat E",1
2015,ESPANYA                       ,IRLANDA                       ,No aplicable per ser més petit,1
2013,NIGÈRIA                       ,NIGÈRIA                       ,Diplomat en Escoles Università,5
2011,COLÒMBIA                      ,SUÏSSA                        ,"Batxiller Elemental, Graduat E",1
2017,ALBÀNIA                       ,ALBÀNIA                       ,Formació professional de Segon,1
2015,EL SALVADOR                   ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2013,VENEÇUELA                     ,VENEÇUELA                     ,Diplomat en Escoles Università,29
2011,COREA DEL SUD                 ,COREA DEL SUD                 ,Diplomat en Escoles Università,2
2017,"BRASIL, EL                    ","BRASIL, EL                    ",Altres titulacions mitjanes (A,4
2013,LÍBIA                         ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",1
2011,MALÀISIA                      ,MALÀISIA                      ,Arquitecte o Enginyer Tècnic  ,2
2016,ANDORRA                       ,ESPANYA                       ,Ensenyament primari incomplert,8
2017,ISRAEL                        ,BÈLGICA                       ,"Llicenciat Universitari, Arqui",1
2013,ESPANYA                       ,"GUINEA EQUATORIAL, LA         ","Batxiller Elemental, Graduat E",1
2017,"EQUADOR, L                    ",ESPANYA                       ,Desconegut                    ,64
2012,"COSTA D IVORI, LA             ",ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2013,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",Sense estudis                 ,11
2013,ESLOVÀQUIA                    ,ESLOVÀQUIA                    ,Diplomat en Escoles Università,1
2015,"PAÏSOS BAIXOS, ELS            ",ITÀLIA                        ,No aplicable per ser més petit,1
2014,"MARROC, EL                    ",FRANÇA                        ,Formació professional Primer G,1
2014,PORTUGAL                      ,BULGÀRIA                      ,"Batxiller Elemental, Graduat E",1
2013,ITÀLIA                        ,"XINA, LA                      ",No aplicable per ser més petit,1
2015,"BRASIL, EL                    ",ITÀLIA                        ,"Llicenciat Universitari, Arqui",1
2015,ESPANYA                       ,JORDÀNIA                      ,No aplicable per ser més petit,3
2017,"CAMERUN, EL                   ",ESPANYA                       ,Ensenyament primari incomplert,1
2011,AUSTRÀLIA                     ,ITÀLIA                        ,"Batxiller Elemental, Graduat E",1
2012,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Batxiller superior. BUP. Batxi,9
2011,"REGNE UNIT, EL                ",ESPANYA                       ,Formació professional de Segon,1
2017,"CANADÀ, EL                    ",PORTUGAL                      ,Diplomat en Escoles Università,1
2012,"PAÏSOS BAIXOS, ELS            ",ESPANYA                       ,Diplomat en Escoles Università,1
2011,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ",Arquitecte o Enginyer Tècnic  ,1
2014,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Diplomat en Escoles Università,3
2017,"XINA, LA                      ","XINA, LA                      ",Altres titulacions mitjanes (A,2
2013,COSTA RICA                    ,ESPANYA                       ,Diplomat en Escoles Università,1
2012,HONGRIA                       ,HONGRIA                       ,Desconegut                    ,2
2012,"GUINEA BISSAU, LA             ","GUINEA BISSAU, LA             ",Desconegut                    ,1
2013,GUATEMALA                     ,ESPANYA                       ,Formació professional de Segon,1
2011,"REGNE UNIT, EL                ",ITÀLIA                        ,"Llicenciat Universitari, Arqui",1
2011,"CAMERUN, EL                   ","CAMERUN, EL                   ","Batxiller Elemental, Graduat E",3
2016,MALI                          ,MALI                          ,Desconegut                    ,4
2015,"LÍBAN, EL                     ",ESPANYA                       ,Formació professional de Segon,1
2017,"IRAN, L                       ","IRAN, L                       ",Batxiller superior. BUP. Batxi,4
2013,ALEMANYA                      ,ALEMANYA                      ,Desconegut                    ,8
2017,GUATEMALA                     ,ESPANYA                       ,"Batxiller Elemental, Graduat E",9
2013,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,Altres titulacions mitjanes (A,2
2016,FRANÇA                        ,FRANÇA                        ,Sense estudis                 ,1
2015,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ","Llicenciat Universitari, Arqui",4
2014,NIGÈRIA                       ,NIGÈRIA                       ,Altres titulacions mitjanes (A,2
2017,FRANÇA                        ,ESPANYA                       ,Titulats d estudis superiors n,1
2017,UCRAÏNA                       ,UCRAÏNA                       ,Titulats d estudis superiors n,1
2016,SIERRA LEONE                  ,SIERRA LEONE                  ,Ensenyament primari incomplert,1
2011,IRLANDA                       ,IRLANDA                       ,Formació professional Primer G,1
2013,ESPANYA                       ,ALEMANYA                      ,No sap llegir ni escriure     ,1
2013,RÚSSIA                        ,RÚSSIA                        ,Batxiller superior. BUP. Batxi,30
2013,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",Doctorat i Estudis de postgrau,4
2017,ALGÈRIA                       ,ESPANYA                       ,"Llicenciat Universitari, Arqui",2
2013,NICARAGUA                     ,ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2012,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",Formació professional de Segon,13
2012,TAILÀNDIA                     ,ESPANYA                       ,No aplicable per ser més petit,2
2011,RÚSSIA                        ,RÚSSIA                        ,No sap llegir ni escriure     ,1
2014,ESPANYA                       ,ISLÀNDIA                      ,Formació professional de Segon,1
2015,NIGÈRIA                       ,NIGÈRIA                       ,Formació professional Primer G,4
2017,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",Diplomat en Escoles Università,1
2012,SÍRIA                         ,SÍRIA                         ,Doctorat i Estudis de postgrau,1
2012,MÈXIC                         ,ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,2
2015,"SENEGAL, EL                   ","SENEGAL, EL                   ",Arquitecte o Enginyer Tècnic  ,1
2015,POLÒNIA                       ,POLÒNIA                       ,"Llicenciat Universitari, Arqui",22
2015,"PAKISTAN, EL                  ","PAKISTAN, EL                  ","Batxiller Elemental, Graduat E",81
2013,ALEMANYA                      ,ALEMANYA                      ,Arquitecte o Enginyer Tècnic  ,3
2015,NICARAGUA                     ,ESPANYA                       ,Desconegut                    ,1
2016,NICARAGUA                     ,ESPANYA                       ,Doctorat i Estudis de postgrau,2
2014,UCRAÏNA                       ,PORTUGAL                      ,"Batxiller Elemental, Graduat E",1
2015,SUÏSSA                        ,ESPANYA                       ,"Batxiller Elemental, Graduat E",18
2012,"ARGENTINA, L                  ","ARGENTINA, L                  ",Sense estudis                 ,5
2011,EGIPTE                        ,EGIPTE                        ,Sense estudis                 ,1
2012,EGIPTE                        ,EGIPTE                        ,Arquitecte o Enginyer Tècnic  ,1
2017,"PANAMÀ, EL                    ",ESPANYA                       ,Formació professional de Segon,1
2012,"ARGENTINA, L                  ",ESPANYA                       ,Ensenyament primari incomplert,71
2014,EGIPTE                        ,EGIPTE                        ,Ensenyament primari incomplert,2
