NOMBRE,CALLE,TIPO,NÚMERO ACCESOS
"CAMIN CARAVACU, DEL (TREMAÑES)","CARAVACU, DEL (TREMAÑES)","CAMIN","8"
"CAMIN CASES DE MAXIMINO MIYAR, DE (TREMAÑES)","CASES DE MAXIMINO MIYAR, DE (TREMAÑES)","CAMIN","16"
"CAMIN VEGUINA, DE LA","VEGUINA, DE LA","CAMIN","6"
"CAMIN ALTO PUMARIN, DEL (TREMAÑES)","ALTO PUMARIN, DEL (TREMAÑES)","CAMIN","4"
"CAMIN BELGA, DE LA (ROCES)","BELGA, DE LA (ROCES)","CAMIN","1"
"CAMIN CALEYON, DEL","CALEYON, DEL","CAMIN","3"
"CAMIN CARBAYERA, DE LA (ROCES)","CARBAYERA, DE LA (ROCES)","CAMIN","8"
"CAMIN GRUPO BALAGON, DEL (TREMAÑES)","GRUPO BALAGON, DEL (TREMAÑES)","CAMIN","16"
"CAMIN CASTAÑEU, DEL (PORCEYO)","CASTAÑEU, DEL (PORCEYO)","CAMIN","4"
"CAMIN CALDERONES, DE LOS (TREMAÑES)","CALDERONES, DE LOS (TREMAÑES)","CAMIN","3"
"CTRA LLOREDA A PORCEYO, DE (TREMAÑES)","LLOREDA A PORCEYO, DE (TREMAÑES)","CTRA","22"
"AVDA MINERIA","MINERIA","AVDA","1"
"CAMIN NIETO, DEL (TREMAÑES)","NIETO, DEL (TREMAÑES)","CAMIN","1"
"CAMIN MONTICU, DEL (ROCES)","MONTICU, DEL (ROCES)","CAMIN","2"
"CALLE JOSE LUIS ALVAREZ MARGARIDE","JOSE LUIS ALVAREZ MARGARIDE","CALLE","1"
"CALLE BLAS CABRERA Y FELIPE","BLAS CABRERA Y FELIPE","CALLE","20"
"CALLE MARQUES DE CASA VALDES","MARQUES DE CASA VALDES","CALLE","93"
"AVDA RUFO G RENDUELES","RUFO G RENDUELES","AVDA","23"
"AVDA GALICIA","GALICIA","AVDA","77"
"CALLE FELIPE II","FELIPE II","CALLE","17"
"CALLE ALFREDO TRUAN","ALFREDO TRUAN","CALLE","10"
"CALLE SOLAR","SOLAR","CALLE","19"
"CALLE LUIS BRAILLE","LUIS BRAILLE","CALLE","22"
"CALLE MEJICO","MEJICO","CALLE","11"
"CALLE ENRIQUE MARTINEZ","ENRIQUE MARTINEZ","CALLE","37"
"AVDA PABLO IGLESIAS","PABLO IGLESIAS","AVDA","86"
"CALLE MACARENA","MACARENA","CALLE","13"
"CALLE BEGOÑA","BEGOÑA","CALLE","37"
"CALLE BUEN SUCESO","BUEN SUCESO","CALLE","12"
"CALLE PINTOR MAROLA","PINTOR MAROLA","CALLE","7"
"CALLE PEDRO DURO","PEDRO DURO","CALLE","13"
"CALLE MUNUZA","MUNUZA","CALLE","6"
"CALLE JOVELLANOS","JOVELLANOS","CALLE","19"
"PLAZA ROMUALDO ALVARGONZALEZ LANQUIN","ROMUALDO ALVARGONZALEZ LANQUIN","PLAZA","4"
"CALLE DOCTOR BELLMUNT","DOCTOR BELLMUNT","CALLE","17"
"CALLE USANDIZAGA","USANDIZAGA","CALLE","24"
"CALLE SANTA FRAGA","SANTA FRAGA","CALLE","7"
"CALLE GABRIEL Y GALAN","GABRIEL Y GALAN","CALLE","6"
"CALLE CARMEN","CARMEN","CALLE","19"
"CALLE CAVEDA","CAVEDA","CALLE","43"
"CALLE VICENTE JOVE","VICENTE JOVE","CALLE","29"
"CALLE ESCULTOR SEBASTIAN MIRANDA","ESCULTOR SEBASTIAN MIRANDA","CALLE","10"
"CALLE LEALTAD","LEALTAD","CALLE","17"
"CALLE CUETO","CUETO","CALLE","7"
"CALLE FILIPINAS","FILIPINAS","CALLE","7"
"CALLE SAN QUINTIN","SAN QUINTIN","CALLE","9"
"CALLE ROSARIO","ROSARIO","CALLE","40"
"GRUP RENFE (C/URUGUAY)","RENFE (C/URUGUAY)","GRUP","3"
"CALLE SAN SALVADOR","SAN SALVADOR","CALLE","6"
"PLAZA HUMEDAL","HUMEDAL","PLAZA","6"
"CALLE MAGNUS BLIKSTAD","MAGNUS BLIKSTAD","CALLE","78"
"PLZLA SOLEDAD","SOLEDAD","PLZLA","15"
"CALLE CASTRO ROMANO","CASTRO ROMANO","CALLE","7"
"CALLE DESFILADERO DE LOS ARRUDOS","DESFILADERO DE LOS ARRUDOS","CALLE","12"
"CALLE CENTRAL","CENTRAL","CALLE","22"
"CALLE CALDERON DE LA BARCA","CALDERON DE LA BARCA","CALLE","26"
"CALLE CAMPOAMOR","CAMPOAMOR","CALLE","11"
"CALLE INFIESTO","INFIESTO","CALLE","24"
"CALLE SAN NICOLAS","SAN NICOLAS","CALLE","37"
"CALLE PILAR","PILAR","CALLE","15"
"CALLE CIENFUEGOS","CIENFUEGOS","CALLE","49"
"CALLE JULIO","JULIO","CALLE","35"
"CALLE PEDREGALES LOS","PEDREGALES LOS","CALLE","15"
"CALLE SANTA ELADIA","SANTA ELADIA","CALLE","44"
"CALLE RIBAGORZA","RIBAGORZA","CALLE","15"
"CALLE SIGLO XX","SIGLO XX","CALLE","23"
"CALLE FILOSOFO JOSE GAOS","FILOSOFO JOSE GAOS","CALLE","4"
"CALLE PUERTO DE SAN ISIDRO","PUERTO DE SAN ISIDRO","CALLE","16"
"CALLE PINTORES","PINTORES","CALLE","12"
"AVDA SALVADOR ALLENDE","SALVADOR ALLENDE","AVDA","49"
"CALLE FUNDIDORES","FUNDIDORES","CALLE","1"
"CALLE ECHEGARAY","ECHEGARAY","CALLE","37"
"CALLE ECUADOR","ECUADOR","CALLE","20"
"CALLE COSTA RICA","COSTA RICA","CALLE","17"
"CALLE FERNANDO POO","FERNANDO POO","CALLE","2"
"CALLE MAESTRO AMADO MORAN","MAESTRO AMADO MORAN","CALLE","13"
"CALLE TOLEDO","TOLEDO","CALLE","32"
"CALLE MAESTRO SERGIO DOMINGO","MAESTRO SERGIO DOMINGO","CALLE","3"
"CALLE ANDALUCIA","ANDALUCIA","CALLE","24"
"CALLE SOCORRO","SOCORRO","CALLE","41"
"CALLE COLON","COLON","CALLE","20"
"CALLE SILENCIO","SILENCIO","CALLE","31"
"CALLE CECILIA","CECILIA","CALLE","14"
"CALLE ARROYO","ARROYO","CALLE","21"
"CALLE VENERANDA MANZANO","VENERANDA MANZANO","CALLE","2"
"CALLE FERNANDO MORAN LAVANDERA","FERNANDO MORAN LAVANDERA","CALLE","19"
"CALLE EXTREMADURA","EXTREMADURA","CALLE","15"
"CALLE BIERZO EL","BIERZO EL","CALLE","9"
"CALLE RONDA EXTERIOR","RONDA EXTERIOR","CALLE","39"
"CALLE JUAN I","JUAN I","CALLE","3"
"PLAZA AMPURDAN","AMPURDAN","PLAZA","7"
"GRUP CARSA FASE 4","CARSA FASE 4","GRUP","5"
"CALLE POLA DE SIERO","POLA DE SIERO","CALLE","13"
"CALLE ERNESTO WINTER","ERNESTO WINTER","CALLE","11"
"CALLE G CAMINEROS","G CAMINEROS","CALLE","15"
"CALLE CRUZ, LA","CRUZ, LA","CALLE","3"
"CALLE DAMASO ALONSO","DAMASO ALONSO","CALLE","16"
"CALLE CHARLES CHAPLIN","CHARLES CHAPLIN","CALLE","9"
"TRVA MAR","MAR","TRVA","17"
"CALLE I SONDISTAS","I SONDISTAS","CALLE","6"
"GRUP RESIDENCIAL SANTAOLAYA","RESIDENCIAL SANTAOLAYA","GRUP","17"
"CALLE SANTIN","SANTIN","CALLE","9"
"CALLE GAMBOA","GAMBOA","CALLE","10"
"CALLE DOCTOR AVELINO GONZALEZ","DOCTOR AVELINO GONZALEZ","CALLE","8"
"CALLE AZORIN","AZORIN","CALLE","5"
"PLAZA ESTACION DEL NORTE DE LA","ESTACION DEL NORTE DE LA","PLAZA","1"
"CALLE VICENTE ALEIXANDRE","VICENTE ALEIXANDRE","CALLE","11"
"CALLE PEDRO SALINAS","PEDRO SALINAS","CALLE","4"
"CALLE MARIA TERESA LEON","MARIA TERESA LEON","CALLE","10"
"PLAZA MEDICO FELIX PRIETO","MEDICO FELIX PRIETO","PLAZA","16"
"CMNO ROSALES (SOMIO)","ROSALES (SOMIO)","CMNO","28"
"CALLE AJUSTADORES","AJUSTADORES","CALLE","2"
"CAMIN REQUEJO, DE (GRANDA)","REQUEJO, DE (GRANDA)","CAMIN","2"
"CALLE BLIMALES, DE LOS","BLIMALES, DE LOS","CALLE","2"
"PLAZA DONANTES","DONANTES","PLAZA","8"
"CALLE CALIXTO ALVARGONZALEZ","CALIXTO ALVARGONZALEZ","CALLE","5"
"CALLE NIORT","NIORT","CALLE","20"
"CALLE ALBUQUERQUE","ALBUQUERQUE","CALLE","21"
"CTRA RIBADESELLA A CANERO (N-632)","RIBADESELLA A CANERO (N-632)","CTRA","91"
"CAMIN CANTERONA","CANTERONA","CAMIN","14"
"TRVA RIMADERA (CABUEÑES)","RIMADERA (CABUEÑES)","TRVA","4"
"CMNO ALAMOS (SOMIO)","ALAMOS (SOMIO)","CMNO","17"
"CAMIN PANTIGA (CABUEÑES)","PANTIGA (CABUEÑES)","CAMIN","9"
"CMNO BERBORA (SOMIO)","BERBORA (SOMIO)","CMNO","42"
"CALLE CUADRANTE (CABUEÑES)","CUADRANTE (CABUEÑES)","CALLE","30"
"PASEO DOCTOR FLEMING DEL","DOCTOR FLEMING DEL","PASEO","18"
"TRVA MIMOSAS (SOMIO)","MIMOSAS (SOMIO)","TRVA","1"
"CMNO CAMOMILAS (SOMIO)","CAMOMILAS (SOMIO)","CMNO","3"
"TRVA ACEBOS 1 (SOMIO)","ACEBOS 1 (SOMIO)","TRVA","3"
"CMNO FRESNOS (SOMIO)","FRESNOS (SOMIO)","CMNO","10"
"CMNO INFANZON (SOMIO)","INFANZON (SOMIO)","CMNO","7"
"CAMIN MESETA (CABUEÑES)","MESETA (CABUEÑES)","CAMIN","8"
"CAMIN VIEJO DEL MUSEL (JOVE)","VIEJO DEL MUSEL (JOVE)","CAMIN","47"
"CMNO SAN LORENZO (SOMIO)","SAN LORENZO (SOMIO)","CMNO","12"
"CMNO CINAMOMOS (SOMIO)","CINAMOMOS (SOMIO)","CMNO","11"
"CMNO LLOSICA (SOMIO)","LLOSICA (SOMIO)","CMNO","3"
"CAMIN CUEVANU (CABUEÑES)","CUEVANU (CABUEÑES)","CAMIN","8"
"CAMIN CUESTA, DE LA (CABUEÑES)","CUESTA, DE LA (CABUEÑES)","CAMIN","19"
"CAMIN IGLESIA, DE LA (SANTURIO)","IGLESIA, DE LA (SANTURIO)","CAMIN","17"
"CAMIN ORPIN (CABUEÑES)","ORPIN (CABUEÑES)","CAMIN","4"
"CAMIN VEGA (CABUEÑES)","VEGA (CABUEÑES)","CAMIN","9"
"CAMIN REPECHU (CABUEÑES)","REPECHU (CABUEÑES)","CAMIN","10"
"CAMIN EL CALERU (CABUEÑES)","EL CALERU (CABUEÑES)","CAMIN","6"
"CAMIN FUENTE DE ISABEL II (CABUEÑES)","FUENTE DE ISABEL II (CABUEÑES)","CAMIN","11"
"TRVA LA CUESTINA (ARNAO)","LA CUESTINA (ARNAO)","TRVA","5"
"TRVA MINA DE LOS ARENEROS, DE LA (JOVE)","MINA DE LOS ARENEROS, DE LA (JOVE)","TRVA","3"
"CAMIN TIRO, DEL (JOVE)","TIRO, DEL (JOVE)","CAMIN","5"
"CMNO GUINDOS (SOMIO)","GUINDOS (SOMIO)","CMNO","1"
"CMNO MINA (SOMIO)","MINA (SOMIO)","CMNO","3"
"CAMIN MEDINAS, DE LAS","MEDINAS, DE LAS","CAMIN","28"
"CAMIN PEGA, DE LA (SANTURIO)","PEGA, DE LA (SANTURIO)","CAMIN","4"
"CTRA SAN MIGUEL, DE (DEVA)","SAN MIGUEL, DE (DEVA)","CTRA","34"
"CAMIN CARRETERONA, DE LA (BERNUECES)","CARRETERONA, DE LA (BERNUECES)","CAMIN","31"
"CAMIN ARMERIA DE ARRIBA, DE LA (DEVA)","ARMERIA DE ARRIBA, DE LA (DEVA)","CAMIN","7"
"CAMIN CUESTA, DE LA (SANTURIO)","CUESTA, DE LA (SANTURIO)","CAMIN","25"
"CAMIN INVERNADEROS, DE LOS (DEVA)","INVERNADEROS, DE LOS (DEVA)","CAMIN","3"
"CALLE GUSTAVE EIFFEL","GUSTAVE EIFFEL","CALLE","19"
"CALLE BLAS PASCAL","BLAS PASCAL","CALLE","11"
"CAMIN ROTELLA, DE LA (BERNUECES)","ROTELLA, DE LA (BERNUECES)","CAMIN","21"
"CAMIN CAMPON, DEL  (BERNUECES)","CAMPON, DEL  (BERNUECES)","CAMIN","22"
"CAMIN CAMPICES, DE (DEVA)","CAMPICES, DE (DEVA)","CAMIN","9"
"CLEYA REINA, DE LA (SANTURIO)","REINA, DE LA (SANTURIO)","CLEYA","3"
"CALLE JOHANNES KEPLER","JOHANNES KEPLER","CALLE","8"
"CALLE FRANCISCO GRANDE COVIAN","FRANCISCO GRANDE COVIAN","CALLE","3"
"CAMIN CASA MARIO, DE (DEVA)","CASA MARIO, DE (DEVA)","CAMIN","5"
"CALLE SOL, DEL (DEVA)","SOL, DEL (DEVA)","CALLE","6"
"CAMIN BARREA, DE (DEVA)","BARREA, DE (DEVA)","CAMIN","23"
"TRVA PASADIELLA, DE LA ","PASADIELLA, DE LA ","TRVA","1"
"CAMIN FUENTE, DE LA (DEVA)","FUENTE, DE LA (DEVA)","CAMIN","12"
"CTRA CASTAÑERA, DE (DEVA)","CASTAÑERA, DE (DEVA)","CTRA","10"
"CAMIN ROBLON, DEL  (BERNUECES)","ROBLON, DEL  (BERNUECES)","CAMIN","3"
"CAMIN LLAGAR DE COLAS, DE (DEVA)","LLAGAR DE COLAS, DE (DEVA)","CAMIN","1"
"CAMIN ARRIBA, DE (GRANDA)","ARRIBA, DE (GRANDA)","CAMIN","8"
"CAMIN ROBLEO, DE (CALDONES)","ROBLEO, DE (CALDONES)","CAMIN","8"
"CAMIN CIERROS 3, DE (CALDONES)","CIERROS 3, DE (CALDONES)","CAMIN","1"
"CAMIN CIERROS, DE LOS (CALDONES)","CIERROS, DE LOS (CALDONES)","CAMIN","4"
"CAMIN GARBELLES A LA LLOMBA, DE (CALDONES)","GARBELLES A LA LLOMBA, DE (CALDONES)","CAMIN","4"
"CLYON CORTINES, DE LES (CALDONES)","CORTINES, DE LES (CALDONES)","CLYON","3"
"CALLE RIO NORA","RIO NORA","CALLE","5"
"CALLE RIO PILOÑA","RIO PILOÑA","CALLE","3"
"CAMIN CUCHERA, DE LA  (BERNUECES)","CUCHERA, DE LA  (BERNUECES)","CAMIN","1"
"CAMIN CORIA, DE LA","CORIA, DE LA","CAMIN","10"
"CAMIN SUCON, DE (LAVANDERA)","SUCON, DE (LAVANDERA)","CAMIN","4"
"CAMIN VEGUES, DE LES (LAVANDERA)","VEGUES, DE LES (LAVANDERA)","CAMIN","7"
"AVDA ROCES, DE","ROCES, DE","AVDA","49"
"CAMIN CRUZ, DE LA  (CALDONES)","CRUZ, DE LA  (CALDONES)","CAMIN","5"
"CAMIN CORTINES, DE LES (CALDONES)","CORTINES, DE LES (CALDONES)","CAMIN","30"
"CAMIN RIAL DE SAN PELAYO","RIAL DE SAN PELAYO","CAMIN","39"
"CAMIN BOBIES, DE","BOBIES, DE","CAMIN","18"
"CAMIN MARUXOS, DE LOS (CALDONES)","MARUXOS, DE LOS (CALDONES)","CAMIN","15"
"CAMIN TERRONA, DE LA (CALDONES)","TERRONA, DE LA (CALDONES)","CAMIN","6"
"CAMIN LLOSONA, DE LA (LAVANDERA)","LLOSONA, DE LA (LAVANDERA)","CAMIN","1"
"CAMIN TEYERA 2, DE LA (CALDONES)","TEYERA 2, DE LA (CALDONES)","CAMIN","4"
"CAMIN MEDINES, DE LES","MEDINES, DE LES","CAMIN","13"
"CAMIN PEÑEU, DEL","PEÑEU, DEL","CAMIN","40"
"CALLE CONCEJO DE EL FRANCO","CONCEJO DE EL FRANCO","CALLE","8"
"CALLE CONCEJO DE SOTO DEL BARCO","CONCEJO DE SOTO DEL BARCO","CALLE","2"
"CAMIN MATONA, DE LA (LAVANDERA)","MATONA, DE LA (LAVANDERA)","CAMIN","17"
"CALLE INGENIERO ISIDORO CLAUSEL","INGENIERO ISIDORO CLAUSEL","CALLE","11"
"CAMIN MAYORAZA, DE LA (LAVANDERA)","MAYORAZA, DE LA (LAVANDERA)","CAMIN","7"
"CAMIN SERRADERU, DEL (CALDONES)","SERRADERU, DEL (CALDONES)","CAMIN","2"
"CALLE CONCEJO DE MUROS DEL NALON","CONCEJO DE MUROS DEL NALON","CALLE","2"
"CAMIN VALLIN, DEL (LAVANDERA)","VALLIN, DEL (LAVANDERA)","CAMIN","14"
"CAMIN PORTILLONA, DE LA (CALDONES)","PORTILLONA, DE LA (CALDONES)","CAMIN","9"
"CAMIN VIEYU DE SAN PELAYO A GARBELLES (CALDONES)","VIEYU DE SAN PELAYO A GARBELLES (CALDONES)","CAMIN","20"
"CAMIN MATES, DE LES (LAVANDERA)","MATES, DE LES (LAVANDERA)","CAMIN","5"
"CAMIN PIÑERA, DE LA (CALDONES)","PIÑERA, DE LA (CALDONES)","CAMIN","10"
"CLEYA PEÑEU, DEL","PEÑEU, DEL","CLEYA","2"
"CAMIN SANTOLAYA, DE (VALDORNON)","SANTOLAYA, DE (VALDORNON)","CAMIN","10"
"CAMIN SOL, DEL (VALDORNON)","SOL, DEL (VALDORNON)","CAMIN","6"
"CALLE TRINCHERA","TRINCHERA","CALLE","2"
"CAMIN FANO A GARBELLES, DE (FANO)","FANO A GARBELLES, DE (FANO)","CAMIN","9"
"CAMIN ALVARILLO, DE (GRANDA)","ALVARILLO, DE (GRANDA)","CAMIN","16"
"CALLE TUNEZ","TUNEZ","CALLE","1"
"CALLE CONCEJO DE PESOZ","CONCEJO DE PESOZ","CALLE","2"
"CLEYA BELGA, DE LA (GRANDA)","BELGA, DE LA (GRANDA)","CLEYA","7"
"CAMIN CASIELLES, DE (GRANDA)","CASIELLES, DE (GRANDA)","CAMIN","13"
"CAMIN MALATA, DE LA (FANO)","MALATA, DE LA (FANO)","CAMIN","5"
"CAMIN QUINTANA, DE","QUINTANA, DE","CAMIN","35"
"CAMIN REDONDA, DE LA (LEORIO)","REDONDA, DE LA (LEORIO)","CAMIN","34"
"CAMIN FLORIN, DE (GRANDA)","FLORIN, DE (GRANDA)","CAMIN","8"
"CAMIN SANTIANES, DE (FANO)","SANTIANES, DE (FANO)","CAMIN","15"
"CLEYA XIA, DE LA (FANO)","XIA, DE LA (FANO)","CLEYA","6"
"CALLE RIO PORCIA","RIO PORCIA","CALLE","7"
"CAMIN BRAÑANUEVA, DE (VALDORNON)","BRAÑANUEVA, DE (VALDORNON)","CAMIN","12"
"CAMIN BRAÑITO, DEL (VALDORNON)","BRAÑITO, DEL (VALDORNON)","CAMIN","16"
"CAMIN CAMPA A PEON, DE LA (VALDORNON)","CAMPA A PEON, DE LA (VALDORNON)","CAMIN","3"
"CAMIN CALEYU A RAMADIELLA, DE EL (VALDORNON)","CALEYU A RAMADIELLA, DE EL (VALDORNON)","CAMIN","5"
"CAMIN FONTE DE LLONGARES, DE LA (VALDORNON)","FONTE DE LLONGARES, DE LA (VALDORNON)","CAMIN","6"
"CAMIN GAÑON, DEL (VALDORNON)","GAÑON, DEL (VALDORNON)","CAMIN","37"
"CALLE SOLIDARIDAD, DE LA","SOLIDARIDAD, DE LA","CALLE","32"
"CAMIN FONTE DE XARANDE, DE LA (VALDORNON)","FONTE DE XARANDE, DE LA (VALDORNON)","CAMIN","5"
"CAMIN IGLESIA A TARNA, DE LA (VALDORNON)","IGLESIA A TARNA, DE LA (VALDORNON)","CAMIN","9"
"CAMIN MATON, DEL (VALDORNON)","MATON, DEL (VALDORNON)","CAMIN","4"
"CAMIN TRAPA, DE LA (VALDORNON)","TRAPA, DE LA (VALDORNON)","CAMIN","2"
"CAMIN GÜERCES, DE","GÜERCES, DE","CAMIN","77"
"CAMIN CENTRO CULTURAL, DEL (LEORIO)","CENTRO CULTURAL, DEL (LEORIO)","CAMIN","2"
"CAMIN CAMINON, DEL (GÜERCES)","CAMINON, DEL (GÜERCES)","CAMIN","5"
"CAMIN CENTENAL, DEL (GÜERCES)","CENTENAL, DEL (GÜERCES)","CAMIN","3"
"CAMIN CUESTA LA TRUBIECA, DE LA (GÜERCES)","CUESTA LA TRUBIECA, DE LA (GÜERCES)","CAMIN","3"
"CAMIN PRESA, DE LA (VEGA)","PRESA, DE LA (VEGA)","CAMIN","8"
"CAMIN BODEGA, DE LA (VEGA)","BODEGA, DE LA (VEGA)","CAMIN","5"
"CAMIN MONTE LA LLANA, DEL (PUAO)","MONTE LA LLANA, DEL (PUAO)","CAMIN","5"
"CAMIN RIO, DEL (LEORIO)","RIO, DEL (LEORIO)","CAMIN","13"
"CALLE W-7","W-7","CALLE","18"
"CALLE D (VEGA)","D (VEGA)","CALLE","19"
"CAMIN ARCIALES, DE LOS (VEGA)","ARCIALES, DE LOS (VEGA)","CAMIN","3"
"CAMIN PRAERIES, DE LES (VEGA)","PRAERIES, DE LES (VEGA)","CAMIN","20"
"CAMIN PATIO, DEL (PUAO)","PATIO, DEL (PUAO)","CAMIN","2"
"CALLE RAMON GOMEZ LOZANA","RAMON GOMEZ LOZANA","CALLE","11"
"CAMIN JOVELLANOS, DE (GÜERCES)","JOVELLANOS, DE (GÜERCES)","CAMIN","5"
"CAMIN LLINDON, DEL (GÜERCES)","LLINDON, DEL (GÜERCES)","CAMIN","2"
"CAMIN VILLAVERDE, DE (GÜERCES)","VILLAVERDE, DE (GÜERCES)","CAMIN","36"
"CAMIN REINA, DE LA (VEGA)","REINA, DE LA (VEGA)","CAMIN","3"
"CAMIN REBESOSU, DEL (PUAO)","REBESOSU, DEL (PUAO)","CAMIN","2"
"CAMIN REAL DE CAGÜEZO","REAL DE CAGÜEZO","CAMIN","1"
"CAMIN PATATAL, DEL (GÜERCES)","PATATAL, DEL (GÜERCES)","CAMIN","15"
"CAMIN HERMANOS CANAL, DE LOS (GRANDA)","HERMANOS CANAL, DE LOS (GRANDA)","CAMIN","11"
"CAMIN MATADERO, DEL (GRANDA)","MATADERO, DEL (GRANDA)","CAMIN","2"
"CAMIN MOLINO DE GILLEDO (GRANDA)","MOLINO DE GILLEDO (GRANDA)","CAMIN","17"
"SENDA FALCONERA, LA (VERIÑA)","FALCONERA, LA (VERIÑA)","SENDA","3"
"CAMIN GRANDA, DE (LEORIO)","GRANDA, DE (LEORIO)","CAMIN","4"
"CAMIN MONTAN, DEL (VEGA)","MONTAN, DEL (VEGA)","CAMIN","10"
"AVDA LAUREDAL, DEL","LAUREDAL, DEL","AVDA","2"
"CAMIN PISON, DEL (VEGA)","PISON, DEL (VEGA)","CAMIN","6"
"CAMIN LLONGAR, DE LA (PORCEYO)","LLONGAR, DE LA (PORCEYO)","CAMIN","4"
"CAMIN LLOSU, DEL (PORCEYO)","LLOSU, DEL (PORCEYO)","CAMIN","1"
"CAMIN PASCON, DEL (PORCEYO)","PASCON, DEL (PORCEYO)","CAMIN","7"
"CAMIN PORCEYO A TREMAÑES, DE ","PORCEYO A TREMAÑES, DE ","CAMIN","14"
"CLEYA CALACIERBES, DE (PORCEYO)","CALACIERBES, DE (PORCEYO)","CLEYA","2"
"CTRA PINZALES (CAMIN REAL)","PINZALES (CAMIN REAL)","CTRA","1"
"CAMIN ROBLES, DE LOS (PORCEYO)","ROBLES, DE LOS (PORCEYO)","CAMIN","2"
"CAMIN ZARRACINA, DE (PORCEYO)","ZARRACINA, DE (PORCEYO)","CAMIN","6"
"CAMIN CUESTA, DE LA (TREMAÑES)","CUESTA, DE LA (TREMAÑES)","CAMIN","10"
"CAMIN ERIA DE BAREZA, DE LA  (TREMAÑES)","ERIA DE BAREZA, DE LA  (TREMAÑES)","CAMIN","5"
"CAMIN CARBAYERA A LA PERDIZ, DE LA (ROCES)","CARBAYERA A LA PERDIZ, DE LA (ROCES)","CAMIN","1"
"CAMIN ALFREDON, DE (ROCES)","ALFREDON, DE (ROCES)","CAMIN","14"
"CAMIN FUENTE DE SAN FELIZ, DE LA (PORCEYO)","FUENTE DE SAN FELIZ, DE LA (PORCEYO)","CAMIN","7"
"CAMIN BRAÑA A LA CARRETRA DEL OBISPO, DE LA (ROCES)","BRAÑA A LA CARRETRA DEL OBISPO, DE LA (ROCES)","CAMIN","2"
"CTRA IGLESIA, DE LA (TREMAÑES)","IGLESIA, DE LA (TREMAÑES)","CTRA","15"
"CAMIN PERAL, DE LA (TREMAÑES)","PERAL, DE LA (TREMAÑES)","CAMIN","3"
"CAMIN CERCA BAXO, DE LA (PORCEYO)","CERCA BAXO, DE LA (PORCEYO)","CAMIN","16"
"CAMIN COTAYON, DEL (PORCEYO)","COTAYON, DEL (PORCEYO)","CAMIN","7"
"CAMIN MARAVILLES A PUMARIN, DE LES (TREMAÑES)","MARAVILLES A PUMARIN, DE LES (TREMAÑES)","CAMIN","3"
"TRVA CAMPONA, DE LA (DEVA)","CAMPONA, DE LA (DEVA)","TRVA","4"
"CAMIN MARIÑAN, DEL (DEVA)","MARIÑAN, DEL (DEVA)","CAMIN","6"
"CAMIN MOLIN DE CASTRO, DE (BERNUECES)","MOLIN DE CASTRO, DE (BERNUECES)","CAMIN","1"
