CODI,NOM DEL CENTRE,ADREÇA,TIPUS SUBMINISTRAMENT,ANY,MES,CONSUM,COST
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2013,Juny,13592,€2940.02
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2014,Desembre,3954,€813.11
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Electricitat,2012,Juny,2883,€703.59
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2013,Agost,21252,€2954.32
ESP020,PISTES DE PETANCA GRANOLLERS,CAMP DE LES MORERES,Electricitat,2012,Gener,1069,€224.80
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2011,Abril,13342,€2220.99
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2015,Abril,9282,€712.83
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2014,Desembre,27255,€5385.38
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2015,Desembre,29303,€1765.81
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2011,Octubre,5697,€994.04
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Electricitat,2011,Abril,4540,€911.01
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2014,Abril,3048,€1014.42
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2015,Octubre,2106,€436.42
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Gas,2013,Abril,6315,€430.23
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2011,Desembre,5738,€415.10
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2014,Febrer,6860,€1187.64
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2014,Maig,714,€213.93
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Electricitat,2012,Gener,62,€26.61
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2013,Setembre,173,€373.27
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Electricitat,2016,Octubre,13479,€1872.91
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Gas,2012,Octubre,7255,€544.58
EDI078,CENTRE ASSISTENCIA INTEGRAL FAMILIA - CAIF,1ª MARQUES DE LES FRANQUESES 123,Aigua,2011,Gener,4,€33.70
FLO010,ESPORTS,ESPORTS,Gasoil,2012,Novembre,327,€47.36
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Aigua,2016,Octubre,30,€42.41
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Aigua,2013,Juliol,631,€299.94
EDI128,Can Muntanyola,Can Muntanyola,Aigua,2013,Juliol,43,€163.90
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2015,Març,26141,€5415.03
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2013,Gener,2360,€545.50
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2016,Gener,16602,€3103.45
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2014,Març,23016,€1556.96
EDI041,CENTRE DE DIA,DOCTOR FLEMING 33,Electricitat,2011,Febrer,4913,€1214.16
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Aigua,2013,Octubre,0,€24.52
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2013,Abril,7665,€1415.74
FLO006,AREA ECONOMICA,AREA ECONOMICA,Gasoil,2015,Juliol,320,€49.86
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Aigua,2015,Març,423,€229.67
EDI128,Can Muntanyola,Can Muntanyola,Aigua,2015,Març,271,€623.79
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Electricitat,2012,Novembre,323,€112.83
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Aigua,2012,Octubre,1,€23.45
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2016,Abril,4518,€325.34
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2011,Gener,2973,€699.47
FLO006,AREA ECONOMICA,AREA ECONOMICA,Gasoil,2013,Març,355,€56.58
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Electricitat,2012,Gener,1160,€218.01
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2013,Juliol,25058,€5180.00
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2012,Juliol,163,€82.93
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2014,Agost,2855,€977.67
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2014,Novembre,4046,€328.21
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Gas,2014,Març,29299,€2041.71
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2016,Gener,1231,€519.67
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Gas,2014,Agost,0,€25.56
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Aigua,2012,Octubre,5,€23.67
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Electricitat,2013,Octubre,15816,€3356.88
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2016,Abril,3208,€789.15
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2013,Desembre,218,€69.49
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2012,Maig,6236,€909.06
FLO016,MEDI AMBIENT,MEDI AMBIENT,Gasoil,2011,Maig,1347,€177.44
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Electricitat,2014,Febrer,3867,€684.36
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2015,Maig,74633,€10507.13
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Aigua,2014,Març,80,€179.59
REG190,FONT ORNAMENTAL PL SERRAT I BONASTRE,PL SERRAT I BONASTRE s/n,Electricitat,2011,Juny,1160,€310.87
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2013,Agost,162,€25.96
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Electricitat,2012,Juliol,362,€79.47
EDI003,CENTRE D'ATENCIÓ I SEGUIMENT A LES DROGODEPENDÈNCIES,ROGER DE FLOR 68,Electricitat,2011,Abril,5056,€1165.15
EDI129,PIS D'ACOLLIDA SERVEIS SOCIALS,"MANRESA, 11",Electricitat,2014,Juliol,500,€126.53
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2013,Desembre,26579,€3584.28
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Electricitat,2015,Octubre,1234,€250.85
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Electricitat,2011,Juny,38584,€5776.29
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Aigua,2014,Març,38,€67.45
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2016,Juny,225,€186.56
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2012,Novembre,3822,€824.42
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Gas,2013,Abril,2486,€233.68
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Electricitat,2013,Setembre,1138,€341.06
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2016,Juliol,2573,€221.99
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Electricitat,2011,Març,3301,€710.28
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Gas,2015,Desembre,46471,€2827.74
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2014,Juliol,22528,€3075.91
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2015,Octubre,8979,€711.62
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2016,Maig,4705,€1162.84
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Gas,2015,Novembre,24316,€1485.86
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Electricitat,2011,Setembre,57,€61.12
BOM003,BOMBA AIGUA PASSEIG FLUVIAL CASETA REG,PS FLUVIAL MARGE ESQUERRE CASETA BOMBA,Electricitat,2013,Abril,0,€36.66
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2011,Juny,560,€119.30
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2013,Agost,4930,€1314.07
BOM008,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,Electricitat,2013,Octubre,439,€203.74
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2012,Desembre,42,€78.50
EDI029,CAMPANAR,PL ESGLESIA S/N,Electricitat,2016,Març,27,€55.50
EDI100,AAVV CAN MONIC,PUIG I PERUCHO 2,Electricitat,2011,Abril,0,€107.16
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Aigua,2013,Gener,95,€140.59
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2016,Abril,10417,€1568.14
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Aigua,2011,Juliol,182,€172.34
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2013,Maig,379,€94.23
EDI088,ESTACIO DE CONTROL DE CONTAMINACIO,FRANCESC MACIÀ 145,Electricitat,2011,Setembre,1234,€203.02
ESP004,CAMP DE FUTBOL PALOU,PS DOCTOR FABREGAS S/N,Electricitat,2011,Març,415,€221.92
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2015,Octubre,9372,€1810.98
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2016,Abril,25473,€7425.73
REG156,JARDÍ DE FÀTIMA,CAMÍ VELL DE CANOVELLES,Electricitat,2013,Agost,261,€76.28
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Gas,2011,Desembre,1564,€113.68
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Gas,2015,Maig,196,€25.51
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2014,Agost,11664,€2038.02
EDI020,SALA FRANCESC TARAFA,CORRO 47,Gas,2014,Febrer,13652,€1026.73
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Aigua,2011,Juliol,0,€66.69
EDI076,ROCA UMBERT LA TROCA,ENRIC PRAT DE LA RIBA 77,Aigua,2012,Octubre,76,€104.87
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Aigua,2013,Octubre,191,€236.99
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2012,Agost,1753,€505.94
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Gas,2015,Febrer,148,€31.58
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Electricitat,2011,Abril,653,€215.42
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2015,Març,8853,€599.31
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2011,Juny,16088,€2521.96
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2014,Agost,21259,€9346.31
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2015,Desembre,877,€352.35
EDI125,OFICINES MEDI AMBIENT i GRANOLLERS PROMOCIONS,"SANT JAUME 16, 5è, 1a",Electricitat,2014,Octubre,1035,€318.93
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Gas,2011,Agost,5904,€462.51
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Gas,2015,Octubre,2922,€304.96
EDI019,ANTENA EMISSORA RADIO GUARDIA RUBANA,CAMI CEMENTIRI 1,Electricitat,2012,Abril,4661,€938.96
EDI133,OFICINES SERVEIS,"C/. SANT JAUME 16-26, 5ª PLANTA -DESPATX 504",Electricitat,2015,Novembre,3601,€906.71
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Aigua,2016,Gener,755,€514.95
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Aigua,2016,Juliol,146,€194.36
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2013,Juliol,23,€78.98
BOM009,FONT ARGENTINA/COSTA RICA,FONT ARGENTINA/COSTA RICA,Electricitat,2013,Abril,0,€54.01
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2013,Febrer,12509,€2151.59
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2012,Gener,10816,€646.39
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Aigua,2013,Juliol,512,€274.21
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2016,Juny,335,€47.24
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Aigua,2013,Juliol,115,€134.59
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2014,Desembre,7504,€584.65
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Gas,2011,Abril,9853,€550.18
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Electricitat,2011,Maig,890,€172.78
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2011,Febrer,2699,€591.84
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2014,Setembre,6777,€1174.51
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Gas,2013,Febrer,0,€22.48
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2014,Març,0,€309.67
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Electricitat,2012,Octubre,330,€142.02
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Aigua,2015,Gener,77,€117.90
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2016,Febrer,420,€75.50
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Gas,2016,Abril,1166,€87.27
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Aigua,2015,Març,1649,€712.50
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2014,Agost,2161,€698.19
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Electricitat,2012,Octubre,2723,€533.68
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Electricitat,2015,Setembre,1764,€414.55
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Aigua,2015,Març,148,€178.03
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2012,Setembre,2435,€269.20
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2014,Gener,4415,€938.83
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2016,Novembre,5,€116.21
FLO010,ESPORTS,ESPORTS,Gasoil,2014,Gener,960,€132.25
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Electricitat,2011,Agost,1360,€373.77
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2015,Juny,3319,€952.44
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2015,Març,16467,€1027.44
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2014,Agost,0,€129.47
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2013,Juliol,1231,€326.30
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Aigua,2013,Gener,41,€60.48
EDI084,CASA ZONA VERDE,MARTÍ GRIVE 47,Electricitat,2011,Novembre,240,€52.56
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2015,Abril,2560,€328.78
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2013,Gener,6216,€642.25
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2015,Març,20290,€3853.30
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2011,Febrer,562,€129.88
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Electricitat,2014,Gener,803,€201.48
REG156,JARDÍ DE FÀTIMA,CAMÍ VELL DE CANOVELLES,Electricitat,2015,Juny,429,€113.09
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2013,Abril,2992,€319.45
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Electricitat,2013,Gener,11575,€2527.06
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2013,Juliol,921,€171.18
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Gas,2013,Febrer,31788,€2295.03
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2012,Agost,1091,€170.04
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2015,Març,6781,€1186.57
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Electricitat,2014,Novembre,150,€42.74
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2016,Setembre,1347,€268.08
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Electricitat,2011,Juny,5579,€1204.64
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2016,Agost,7355,€1343.69
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Gas,2011,Juny,0,€87.34
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Electricitat,2015,Gener,89,€94.95
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2011,Maig,5326,€1442.20
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2014,Desembre,25256,€1707.41
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Aigua,2016,Juliol,38,€24.36
EDI020,SALA FRANCESC TARAFA,CORRO 47,Electricitat,2015,Novembre,504,€215.80
EDI088,ESTACIO DE CONTROL DE CONTAMINACIO,FRANCESC MACIÀ 145,Electricitat,2015,Gener,1206,€209.92
FLO012,PAT.MUN.MUSEO,PAT.MUN.MUSEO,Gasoil,2016,Març,901,€90.24
BOM007,BOMBA BOMBEIG intermig,GUGLIELMO MARCONI CANT AV SANT JULIA,Electricitat,2011,Març,333,€70.94
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Electricitat,2015,Maig,177,€93.84
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2011,Agost,4522,€809.30
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2015,Febrer,38,€249.54
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Electricitat,2014,Gener,2975,€525.16
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2011,Maig,6227,€403.91
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Electricitat,2015,Desembre,84,€86.66
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2014,Desembre,5721,€1007.86
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2015,Juny,104,€15.90
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2015,Octubre,31557,€2272.34
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2011,Abril,535,€290.20
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2016,Juliol,29128,€6334.97
EDI030,EDIFICI PORTALET,PORTALET 4,Gas,2015,Octubre,161,€20.67
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Gas,2012,Setembre,4470,€400.64
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2013,Abril,2206,€212.51
BOM001,AFORES 100 BOMBA AGUA horts?,AFORES 100 BOMBA AGUA Horts?,Electricitat,2015,Maig,48,€251.16
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2011,Febrer,10419,€595.06
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Electricitat,2012,Setembre,9780,€2068.12
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Aigua,2016,Juliol,536,€272.99
EDI128,Can Muntanyola,Can Muntanyola,Aigua,2016,Juliol,1083,€2192.72
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2012,Agost,139,€38.16
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Aigua,2011,Octubre,130,€126.02
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Aigua,2013,Octubre,129,€140.44
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2014,Agost,1438,€366.35
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Aigua,2016,Octubre,4,€26.68
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2016,Abril,7774,€1229.19
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2011,Febrer,7524,€1877.53
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2011,Juliol,2267,€447.54
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Electricitat,2012,Gener,2621,€618.80
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2016,Gener,2469,€528.77
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2013,Gener,21361,€4297.19
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Gas,2012,Abril,10310,€768.82
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2012,Setembre,3119,€715.14
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Gas,2016,Abril,5137,€325.60
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Gas,2011,Juny,75826,€4238.48
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2012,Abril,26418,€1642.19
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2011,Maig,19,€21.91
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Electricitat,2013,Octubre,26857,€4197.15
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2016,Setembre,2770,€595.43
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2012,Juny,6153,€1230.88
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Gas,2012,Desembre,20523,€1519.99
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Aigua,2014,Març,56,€95.43
ESP004,CAMP DE FUTBOL PALOU,PS DOCTOR FABREGAS S/N,Electricitat,2012,Gener,81,€135.41
FLO001,SERVEIS UOS,SERVEIS UOS,Gasoil,2011,Setembre,5016,€659.79
BOM013,RAFAEL CASANOVAS S/N,C/Rafael Casanovas,Electricitat,2016,Abril,92,€41.95
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Gas,2015,Octubre,6466,€604.71
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Gas,2012,Desembre,0,€24.45
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2011,Juliol,528,€112.32
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2015,Octubre,4706,€910.11
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2016,Maig,238,€47.71
ESP020,PISTES DE PETANCA GRANOLLERS,CAMP DE LES MORERES,Electricitat,2011,Març,511,€106.27
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2012,Setembre,446,€109.15
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2013,Abril,22128,€5631.35
REG156,JARDÍ DE FÀTIMA,CAMÍ VELL DE CANOVELLES,Electricitat,2016,Agost,966,€177.66
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2012,Abril,3790,€700.47
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2012,Octubre,3080,€761.41
EDI029,CAMPANAR,PL ESGLESIA S/N,Electricitat,2015,Juliol,26,€54.73
